time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33025	50	169	200	20	2000	0
66041	50	143	200	32	2000	0
99072	50	149	200	28	2001	0
132103	50	142	200	26	2000	0
165450	50	173	200	29	2000	0
198474	50	180	200	21	2000	0
231504	50	174	200	20	2000	0
264534	50	90	200	28	2001	0
297557	50	155	200	21	2001	0
330828	50	140	200	21	2000	0
363870	50	75	200	24	2000	0
396896	50	141	200	19	2000	0
429949	50	144	200	23	2000	0
463002	50	143	200	30	2000	0
496025	50	143	200	29	2000	0
529055	50	65	200	31	2001	0
562102	50	66	200	26	2001	0
595128	50	70	200	27	2000	0
628159	50	165	200	23	2001	0
661187	50	160	200	20	2000	0
694220	50	192	200	22	2001	0
727243	50	164	200	25	2000	0
760294	50	174	200	29	2000	0
793319	50	151	200	21	2000	0
826354	50	168	200	24	2001	0
859382	50	191	200	28	2000	0
892409	50	180	200	30	2000	0
925458	50	182	200	25	2001	0
958509	50	189	200	28	2001	0
991537	50	193	200	19	2000	0
