time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13013	50	0	128	0	0
25056	50	0	110	110	0
38037	50	0	120	63	0
50237	50	0	112	108	0
63083	50	0	129	120	0
75913	50	0	145	132	0
88864	50	0	136	132	0
101883	50	0	140	118	0
114672	50	0	130	127	0
127430	50	0	131	126	0
140403	50	0	135	115	0
152430	50	0	127	127	0
164465	50	0	133	133	0
177174	50	0	127	125	0
190100	50	0	121	116	0
202258	50	0	119	109	0
215252	50	0	118	97	0
227945	50	0	131	128	0
240466	50	0	125	116	0
253483	50	0	114	67	0
266438	50	0	130	107	0
278653	50	0	117	115	0
291313	50	0	126	104	0
303343	50	0	127	125	0
316545	50	0	135	56	0
329563	50	0	138	107	0
342737	50	0	125	60	0
356350	50	0	137	114	0
369547	50	0	142	90	0
382429	50	0	131	119	0
