time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33043	50	148	200	148	2000	0
66076	50	143	200	143	2000	0
99068	50	148	200	148	2000	0
132091	50	141	200	141	2000	0
165100	50	155	200	155	2000	0
198108	50	167	200	167	2000	0
231167	50	156	200	156	2001	0
264154	50	167	200	167	2000	0
297156	50	153	200	153	2000	0
330168	50	153	200	153	2000	0
363166	50	158	200	158	2001	0
396187	50	153	200	153	2001	0
429155	50	158	200	158	2000	0
462207	50	156	200	156	2000	0
495341	50	154	200	154	2000	0
528360	50	151	200	151	2000	0
561370	50	143	200	143	2000	0
594261	50	157	200	157	2000	0
627268	50	150	200	150	2001	0
660263	50	141	200	141	2000	0
693299	50	153	200	153	2000	0
726312	50	150	200	150	2000	0
759268	50	152	200	152	2000	0
792274	50	151	200	151	2000	0
825285	50	160	200	156	2000	0
858281	50	163	200	161	2000	0
891295	50	155	200	155	2000	0
924308	50	159	200	159	2000	0
957312	50	173	200	173	2000	0
990294	50	149	200	149	2001	0
