time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32075	50	0	149	149	0
64141	50	0	111	111	0
96212	50	0	121	121	0
128281	50	0	116	116	0
160393	50	0	144	142	0
192486	50	0	159	159	0
224557	50	0	154	154	0
256610	50	0	62	62	0
289998	50	0	134	69	0
322212	50	0	119	105	0
354269	50	0	51	51	0
386326	50	0	122	122	0
418382	50	0	121	121	0
450441	50	0	113	113	0
482508	50	0	114	114	0
514549	50	0	34	34	0
546607	50	0	40	40	0
578666	50	0	43	43	0
610735	50	0	142	139	0
642810	50	0	140	140	0
675841	50	0	170	162	0
707986	50	0	139	139	0
740059	50	0	145	145	0
772130	50	0	130	130	0
804206	50	0	144	144	0
837050	50	0	163	158	0
869115	50	0	150	150	0
901194	50	0	157	156	0
933340	50	0	161	160	0
965423	50	0	174	174	0
