time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33034	50	169	200	155	2000	2
66070	50	150	200	150	2000	1
99062	50	157	200	157	2000	2
132051	50	157	200	157	2000	2
165092	50	73	200	73	2000	1
198163	50	153	200	148	2000	2
231109	50	161	200	160	2000	2
264118	50	129	200	129	2000	1
297157	50	64	200	64	2000	1
330180	50	155	200	144	2000	2
363205	50	147	200	147	2000	2
396222	50	158	200	155	2000	2
429206	50	150	200	150	2000	2
462201	50	171	200	171	2000	2
495149	50	182	200	174	2000	2
528014	50	182	200	182	2000	2
560962	50	161	200	161	2001	2
593976	50	171	200	170	2000	1
627024	50	171	200	168	2001	1
660003	50	175	200	175	2000	2
693015	50	165	200	165	2001	2
725921	50	188	200	179	2000	1
758971	50	186	200	186	2034	1
791945	50	162	200	162	2001	2
824957	50	186	200	186	2000	2
857841	50	188	200	188	2000	2
890639	50	192	200	192	2021	2
923373	50	191	200	191	2000	2
956304	50	189	200	189	2000	2
988997	50	193	200	193	2001	2
