time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13047	50	169	200	21	2000	0
26694	50	150	200	28	2000	0
39766	50	157	200	28	2000	0
52810	50	157	200	23	2000	0
65847	50	73	200	30	2000	0
78890	50	153	200	21	2000	0
91935	50	161	200	22	2000	0
104978	50	129	200	35	2000	0
118015	50	64	200	19	2000	0
131061	50	155	200	26	2000	0
144112	50	147	200	24	2000	0
157406	50	158	200	25	2001	0
170448	50	150	200	25	2000	0
183703	50	171	200	30	2000	0
196754	50	182	200	23	2000	0
209898	50	182	200	27	2000	0
222938	50	161	200	25	2000	0
235986	50	171	200	25	2000	0
249032	50	171	200	22	2000	0
262081	50	175	200	20	2000	0
275131	50	165	200	22	2001	0
288175	50	188	200	23	2000	0
301217	50	186	200	27	2000	0
314266	50	162	200	23	2000	0
327312	50	186	200	32	2000	0
340498	50	188	200	28	2000	0
353570	50	192	200	33	2000	0
366613	50	191	200	27	2000	0
379663	50	189	200	22	2001	0
392712	50	193	200	23	2000	0
