time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33063	50	169	200	21	2007	0
66099	50	150	200	28	2000	0
99151	50	157	200	28	2000	0
132206	50	157	200	23	2000	0
165261	50	73	200	30	2000	0
198320	50	153	200	21	2000	0
231349	50	161	200	22	2000	0
264415	50	129	200	35	2001	0
298055	50	64	200	19	2000	0
331105	50	155	200	26	2000	0
364163	50	147	200	24	2000	0
397222	50	158	200	25	2000	0
430290	50	150	200	25	2000	0
463359	50	171	200	30	2000	0
496444	50	182	200	23	2000	0
529640	50	182	200	27	2001	0
562730	50	161	200	25	2000	0
595798	50	171	200	25	2000	0
628956	50	171	200	22	2000	0
662019	50	175	200	20	2000	0
695091	50	165	200	22	2000	0
728162	50	188	200	23	2000	0
761229	50	186	200	27	2000	0
794301	50	162	200	23	2000	0
827373	50	186	200	32	2000	0
860430	50	188	200	28	2000	0
893771	50	192	200	33	2000	0
926833	50	191	200	27	2000	0
959885	50	189	200	22	2000	0
992938	50	193	200	23	2002	0
