time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13021	50	169	200	169	2001	7
26055	50	143	200	53	2001	10
39555	50	149	200	40	2000	2
52589	50	142	200	35	2000	2
65623	50	173	200	65	2000	24
79606	50	180	200	30	2000	3
92650	50	174	200	32	2000	11
105694	50	90	200	23	2000	51
118744	50	155	200	21	2000	130
131802	50	140	200	22	2000	147
144836	50	75	200	20	2000	20
157913	50	141	200	39	2001	7
171327	50	144	200	34	2351	6
184394	50	143	200	45	2003	48
197451	50	143	200	43	2001	15
210494	50	65	200	19	2000	20
223539	50	66	200	20	2000	73
236647	50	70	200	23	2000	45
249698	50	165	200	18	2004	2
262746	50	160	200	18	2000	4
275798	50	192	200	7	2000	104
288846	50	164	200	9	2000	4
302818	50	174	200	20	2000	3
316178	50	151	200	15	2000	17
329254	50	168	200	10	2000	88
342316	50	191	200	18	2000	1
356154	50	180	200	11	2780	4
370141	50	182	200	16	2946	6
384015	50	189	200	17	2841	52
398416	50	193	200	10	3364	51
