time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33024	50	169	200	169	2000	0
65960	50	150	200	150	2000	0
98947	50	157	200	150	2001	0
131561	50	157	200	154	2001	0
164298	50	73	200	72	2000	0
197119	50	153	200	148	2000	0
230081	50	161	200	152	2000	0
262891	50	129	200	127	2000	0
295928	50	64	200	64	2000	0
328951	50	155	200	151	2000	0
361949	50	147	200	147	2000	0
394974	50	158	200	146	2000	0
427964	50	150	200	139	2000	0
461256	50	171	200	157	2000	0
494070	50	182	200	181	2000	0
526954	50	182	200	182	2000	0
559828	50	161	200	161	2000	0
592844	50	171	200	171	2000	0
625889	50	171	200	171	2000	0
658849	50	175	200	175	2000	0
691877	50	165	200	165	2000	0
724840	50	188	200	182	2001	0
757846	50	186	200	186	2001	0
790812	50	162	200	162	2000	0
823588	50	186	200	186	2000	0
856492	50	188	200	187	2000	0
889283	50	192	200	192	2000	0
922100	50	191	200	190	2000	0
955094	50	189	200	188	2000	0
987832	50	193	200	193	2000	0
