time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32083	50	169	200	169	2000	0
65300	50	143	200	143	2000	0
98300	50	149	200	149	2000	0
131307	50	142	200	142	2000	0
163401	50	173	200	173	2000	0
195470	50	180	200	180	2000	0
227543	50	174	200	174	2000	0
260697	50	90	200	90	2000	0
293454	50	155	200	155	2000	0
326679	50	140	200	140	2001	0
359701	50	75	200	75	2000	0
392656	50	141	200	141	2000	0
425311	50	144	200	144	2000	0
458127	50	143	200	143	2001	0
490796	50	143	200	143	2001	0
523835	50	65	200	65	2000	0
556883	50	66	200	66	2000	0
589938	50	70	200	70	2000	0
622021	50	165	200	165	2000	0
654611	50	160	200	160	2000	0
687029	50	192	200	192	2001	0
720080	50	164	200	164	2000	0
752911	50	174	200	174	2000	0
785902	50	151	200	151	2000	0
818944	50	168	200	168	2000	0
851517	50	191	200	191	2000	0
884319	50	180	200	180	2000	0
917075	50	182	200	182	2000	0
950021	50	189	200	189	2000	0
982118	50	193	200	193	2000	0
