time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
12059	50	169	200	13	2000	0
24122	50	143	200	141	2000	0
37149	50	149	200	130	2000	0
50170	50	142	200	81	2000	0
63211	50	173	200	99	2000	0
76254	50	180	200	140	2000	0
89142	50	174	200	154	2000	0
102255	50	90	200	88	2000	0
115297	50	155	200	113	2001	0
128801	50	140	200	63	2000	0
142245	50	75	200	57	2000	0
155271	50	141	200	130	2000	0
168302	50	144	200	117	2000	0
181222	50	143	200	122	2000	0
194250	50	143	200	114	2000	0
207774	50	65	200	60	2000	0
220967	50	66	200	53	2000	0
233983	50	70	200	62	2000	0
247006	50	165	200	73	2000	0
260053	50	160	200	122	2000	0
273101	50	192	200	122	2001	0
286082	50	164	200	128	2001	0
299084	50	174	200	130	2000	0
312237	50	151	200	132	2000	0
325668	50	168	200	79	2000	0
339229	50	191	200	136	2000	0
352190	50	180	200	143	2000	0
365241	50	182	200	120	2000	0
378286	50	189	200	135	2000	0
391441	50	193	200	113	2000	0
