time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13042	50	169	200	20	2000	0
26080	50	143	200	32	2000	0
39127	50	149	200	28	2000	0
52175	50	142	200	26	2000	0
65520	50	173	200	29	2000	0
78570	50	180	200	21	2000	0
91616	50	174	200	20	2000	0
104655	50	90	200	28	2000	0
117946	50	155	200	21	2001	0
130989	50	140	200	21	2000	0
144023	50	75	200	24	2000	0
157070	50	141	200	19	2000	0
170109	50	144	200	23	2000	0
183155	50	143	200	30	2000	0
196533	50	143	200	29	2000	0
209567	50	65	200	31	2000	0
222604	50	66	200	26	2000	0
235642	50	70	200	27	2000	0
248828	50	165	200	23	2000	0
261869	50	160	200	20	2000	0
274916	50	192	200	22	2000	0
287965	50	164	200	25	2001	0
301015	50	174	200	29	2000	0
314063	50	151	200	21	2000	0
327111	50	168	200	24	2000	0
340528	50	191	200	28	2000	0
353574	50	180	200	30	2001	0
366622	50	182	200	25	2001	0
379671	50	189	200	28	2000	0
392729	50	193	200	19	2000	0
