time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13023	50	0	148	0	0
26045	50	0	122	0	0
38766	50	0	129	116	2
51777	50	0	134	79	2
63893	50	0	43	37	2
77923	50	0	132	63	1
90900	50	0	139	105	2
103900	50	0	94	38	1
115918	50	0	45	45	2
128928	50	0	129	63	2
141826	50	0	123	102	2
154810	50	0	133	84	2
167809	50	0	125	100	2
180847	50	0	141	92	1
193758	50	0	159	138	2
206910	50	0	155	106	2
220964	50	0	136	88	2
233955	50	0	146	119	2
247083	50	0	149	97	1
259765	50	0	155	125	1
272787	50	0	143	126	2
285611	50	0	165	123	6
298261	50	0	159	144	1
311223	50	0	139	113	2
324223	50	0	154	124	2
337153	50	0	160	144	2
350163	50	0	159	120	2
362198	50	0	164	159	2
375022	50	0	167	134	1
387863	50	0	170	163	2
