time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32082	50	169	200	169	2000	0
64167	50	143	200	143	2000	0
96252	50	149	200	149	2000	0
128334	50	142	200	142	2000	0
160420	50	173	200	173	2000	0
192506	50	180	200	180	2000	0
224576	50	174	200	174	2000	0
256657	50	90	200	90	2000	0
290178	50	155	200	84	2000	0
322274	50	140	200	140	2000	0
354346	50	75	200	75	2000	0
386432	50	141	200	140	2001	0
418517	50	144	200	144	2000	0
450601	50	143	200	143	2000	0
482685	50	143	200	143	2000	0
514759	50	65	200	65	2000	0
546836	50	66	200	66	2000	0
578911	50	70	200	70	2000	0
610993	50	165	200	165	2001	0
643080	50	160	200	160	2000	0
675169	50	192	200	191	2000	0
707250	50	164	200	164	2000	0
739343	50	174	200	174	2000	0
771415	50	151	200	151	2000	0
803503	50	168	200	168	2000	0
836328	50	191	200	187	2001	0
868421	50	180	200	180	2000	0
900511	50	182	200	181	2000	0
933253	50	189	200	188	2000	0
965321	50	193	200	193	2000	0
