time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13014	50	0	148	0	0
25931	50	0	122	69	0
39058	50	0	129	34	0
52081	50	0	134	26	0
65076	50	0	43	15	0
78084	50	0	132	15	0
91909	50	0	139	13	0
104900	50	0	94	21	0
118080	50	0	45	22	0
131065	50	0	129	24	0
144077	50	0	123	50	0
157095	50	0	133	24	0
170106	50	0	125	36	0
183135	50	0	141	51	0
196370	50	0	159	38	0
209386	50	0	155	59	0
222398	50	0	136	27	0
235725	50	0	146	17	0
248916	50	0	149	30	0
261948	50	0	155	53	0
274924	50	0	143	45	0
288093	50	0	165	54	0
301076	50	0	159	74	0
314036	50	0	139	55	0
327069	50	0	154	42	0
340079	50	0	160	79	0
353112	50	0	159	43	0
366131	50	0	164	37	0
379147	50	0	167	63	0
392328	50	0	170	57	0
