time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
35306	50	169	200	39	4216	108
69405	50	150	200	92	3070	51
103839	50	157	200	97	3353	39
139141	50	157	200	65	4182	47
172791	50	73	200	50	2595	2
207319	50	153	200	63	3433	27
241661	50	161	200	77	2884	40
274842	50	129	200	56	2114	6
308198	50	64	200	38	2272	1
341578	50	155	200	80	2313	28
374749	50	147	200	93	2114	12
408837	50	158	200	76	3020	21
443134	50	150	200	69	3246	25
477250	50	171	200	90	3059	35
510445	50	182	200	99	2115	22
548236	50	182	200	89	6715	34
584297	50	161	200	59	5002	21
618105	50	171	200	75	2703	11
653104	50	171	200	59	3935	9
687796	50	175	200	80	3636	37
722296	50	165	200	64	3452	16
764298	50	188	200	87	10921	46
798308	50	186	200	78	2956	15
838998	50	162	200	64	9638	44
878920	50	186	200	85	8895	28
913419	50	188	200	82	3426	29
950057	50	192	200	71	5561	23
984680	50	191	200	80	3645	20
1024505	50	189	200	80	8776	32
1062774	50	193	200	94	7148	36
