time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
32669	50	0	148	139	2
64717	50	0	122	122	2
96787	50	0	129	129	2
128840	50	0	134	134	2
160888	50	0	43	43	3
192946	50	0	132	131	2
225564	50	0	139	138	2
257635	50	0	94	94	3
289684	50	0	45	45	2
322476	50	0	129	119	3
354533	50	0	123	123	2
386583	50	0	133	130	2
418637	50	0	125	125	2
450692	50	0	141	141	2
483620	50	0	159	151	2
515681	50	0	155	155	2
547747	50	0	136	136	2
579803	50	0	146	145	2
612531	50	0	149	146	2
644570	50	0	155	155	2
676621	50	0	143	143	2
709445	50	0	165	159	1
741512	50	0	159	159	1
773564	50	0	139	139	2
805616	50	0	154	154	2
837689	50	0	160	160	2
869815	50	0	159	159	2
901875	50	0	164	164	2
934015	50	0	167	167	2
966116	50	0	170	170	2
