time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13038	50	148	200	0	2000	0
26085	50	143	200	0	2000	0
39079	50	148	200	143	2000	2
52123	50	141	200	140	2001	1
65120	50	155	200	148	2002	1
78109	50	167	200	166	2000	2
91119	50	156	200	156	2000	2
104107	50	167	200	167	2000	1
117103	50	153	200	152	2000	1
130113	50	153	200	153	2000	1
143133	50	158	200	153	2000	1
156163	50	153	200	152	2000	1
169124	50	158	200	158	2000	1
182601	50	156	200	156	2000	1
195642	50	154	200	154	2000	1
208670	50	151	200	151	2000	1
221667	50	143	200	143	2000	1
234662	50	157	200	157	2000	1
247643	50	150	200	150	2000	1
260641	50	141	200	141	2000	1
273684	50	153	200	153	2000	1
286695	50	150	200	150	2000	1
299639	50	152	200	144	2000	1
312653	50	151	200	151	2000	1
325657	50	160	200	137	2000	1
338492	50	163	200	163	2000	1
351478	50	155	200	153	2000	5
364501	50	159	200	159	2001	1
377500	50	173	200	170	2000	1
390481	50	149	200	149	2000	1
