time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13029	50	0	148	0	0
26058	50	0	122	0	0
39085	50	0	129	0	0
52113	50	0	134	0	0
65114	50	0	43	0	0
78140	50	0	132	0	0
91171	50	0	139	0	0
104194	50	0	94	0	0
117201	50	0	45	0	0
130229	50	0	129	0	0
143255	50	0	123	0	0
156285	50	0	133	0	0
169314	50	0	125	0	0
182346	50	0	141	0	0
195381	50	0	159	0	0
208416	50	0	155	0	0
221449	50	0	136	0	0
234485	50	0	146	0	0
247536	50	0	149	0	0
260569	50	0	155	0	0
273602	50	0	143	0	0
286638	50	0	165	0	0
299678	50	0	159	0	0
312715	50	0	139	0	0
325758	50	0	154	0	0
338795	50	0	160	0	0
351831	50	0	159	0	0
364867	50	0	164	0	0
377903	50	0	167	0	0
390939	50	0	170	0	0
