time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13001	50	169	200	49	2001	0
26438	50	150	200	150	2000	0
39420	50	157	200	154	2000	0
52420	50	157	200	92	2000	0
65620	50	73	200	73	2000	0
78662	50	153	200	117	2000	0
91677	50	161	200	94	2000	0
104703	50	129	200	129	2000	0
118085	50	64	200	57	2000	0
131112	50	155	200	128	2000	0
144129	50	147	200	144	2001	0
157120	50	158	200	92	2000	0
170060	50	150	200	150	2000	0
182957	50	171	200	147	2000	0
195912	50	182	200	178	2000	0
208783	50	182	200	170	2000	0
222463	50	161	200	71	2000	0
235462	50	171	200	171	2000	0
248508	50	171	200	148	2000	0
261445	50	175	200	159	2000	0
274466	50	165	200	164	2000	0
287633	50	188	200	118	2000	0
300313	50	186	200	186	2000	0
313314	50	162	200	146	2000	0
326329	50	186	200	175	2000	0
339228	50	188	200	188	2000	0
351980	50	192	200	145	2000	0
364053	50	191	200	190	2000	0
377418	50	189	200	163	2000	0
389484	50	193	200	193	2000	0
