time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13017	50	148	200	20	2000	0
26029	50	143	200	141	2000	0
39056	50	148	200	98	2000	0
52087	50	141	200	139	2000	0
65082	50	155	200	141	2001	0
78070	50	167	200	155	2000	0
91092	50	156	200	151	2000	0
104128	50	167	200	142	2000	0
117127	50	153	200	151	2000	0
130135	50	153	200	143	2000	0
143107	50	158	200	149	2001	0
156108	50	153	200	153	2000	0
169083	50	158	200	158	2001	0
182100	50	156	200	155	2000	0
195123	50	154	200	144	2000	0
208150	50	151	200	139	2000	0
221172	50	143	200	117	2000	0
234139	50	157	200	155	2000	0
247163	50	150	200	142	2001	0
260190	50	141	200	95	2000	0
273219	50	153	200	128	2000	0
286212	50	150	200	146	2000	0
299224	50	152	200	134	2000	0
312226	50	151	200	149	2000	0
325232	50	160	200	82	2000	0
338255	50	163	200	147	2000	0
351443	50	155	200	99	2000	0
364456	50	159	200	144	2000	0
377779	50	173	200	118	2000	0
390783	50	149	200	138	2000	0
