time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13033	50	0	149	54	0
25061	50	0	111	111	0
37104	50	0	121	112	0
49149	50	0	116	115	0
62136	50	0	144	121	0
74183	50	0	159	159	0
87153	50	0	154	137	0
99182	50	0	62	62	0
112019	50	0	134	115	0
124867	50	0	119	110	0
136901	50	0	51	44	0
148948	50	0	122	122	0
161014	50	0	121	121	0
173058	50	0	113	113	0
185087	50	0	114	114	0
197120	50	0	34	34	0
209152	50	0	40	40	0
221186	50	0	43	41	0
233241	50	0	142	138	0
245291	50	0	140	140	0
258555	50	0	170	124	0
270586	50	0	139	139	0
282638	50	0	145	131	0
294689	50	0	130	129	0
307321	50	0	144	99	0
319378	50	0	163	162	0
331775	50	0	150	136	0
343842	50	0	157	155	0
355896	50	0	161	159	0
368148	50	0	174	148	0
