time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
32070	50	169	200	169	2001	0
64154	50	143	200	143	2000	0
96244	50	149	200	149	2000	0
128355	50	142	200	142	2010	0
160468	50	173	200	173	2013	0
192564	50	180	200	180	2000	0
224638	50	174	200	174	2000	0
256727	50	90	200	90	2001	0
288822	50	155	200	155	2000	0
320915	50	140	200	140	2000	0
352979	50	75	200	75	2000	0
385074	50	141	200	141	2000	0
417165	50	144	200	144	2000	0
449260	50	143	200	143	2000	0
481345	50	143	200	143	2000	0
513423	50	65	200	65	2000	0
545519	50	66	200	66	2000	0
577600	50	70	200	70	2000	0
609678	50	165	200	165	2000	0
641771	50	160	200	160	2008	0
673855	50	192	200	192	2000	0
705941	50	164	200	164	2001	0
738010	50	174	200	174	2000	0
770098	50	151	200	151	2000	0
802180	50	168	200	168	2000	0
835809	50	191	200	176	2002	0
868508	50	180	200	162	2000	0
902107	50	182	200	157	2000	0
934193	50	189	200	188	2001	0
966282	50	193	200	193	2000	0
