time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
33074	50	169	200	21	2020	0
66106	50	150	200	28	2000	0
99506	50	157	200	28	2000	0
132567	50	157	200	23	2000	0
165625	50	73	200	30	2000	0
198688	50	153	200	21	2000	0
231754	50	161	200	22	2000	0
264815	50	129	200	35	2000	0
297901	50	64	200	19	2001	0
330947	50	155	200	26	2000	0
364011	50	147	200	24	2000	0
397353	50	158	200	25	2000	0
430416	50	150	200	25	2000	0
463486	50	171	200	30	2000	0
496553	50	182	200	23	2000	0
529622	50	182	200	27	2000	0
562689	50	161	200	25	2000	0
595755	50	171	200	25	2000	0
628818	50	171	200	22	2000	0
661884	50	175	200	20	2000	0
694951	50	165	200	22	2000	0
728018	50	188	200	23	2001	0
761079	50	186	200	27	2000	0
794150	50	162	200	23	2001	0
827217	50	186	200	32	2000	0
860289	50	188	200	28	2000	0
893357	50	192	200	33	2000	0
926425	50	191	200	27	2001	0
959495	50	189	200	22	2000	0
992560	50	193	200	23	2000	0
