time_ms	node_count	valid_path_count	packets_send	packets_received	duration_ms	rtt_avg_ms
13140	50	148	200	85	2064	38
26238	50	143	200	109	2063	25
40095	50	148	200	109	2574	43
53232	50	141	200	116	2087	12
67065	50	155	200	118	2098	16
80156	50	167	200	129	2003	16
93226	50	156	200	128	2025	9
106280	50	167	200	137	2015	15
119368	50	153	200	123	2030	9
132445	50	153	200	127	2023	8
145469	50	158	200	119	2001	10
158529	50	153	200	120	2010	7
171586	50	158	200	128	2006	9
184654	50	156	200	117	2009	7
197790	50	154	200	119	2004	7
210858	50	151	200	116	2006	5
223888	50	143	200	112	2004	5
236936	50	157	200	116	2019	6
249998	50	150	200	101	2001	4
263086	50	141	200	84	2022	4
277044	50	153	200	89	2278	9
290116	50	150	200	91	2005	5
303427	50	152	200	89	2232	7
316513	50	151	200	92	2050	3
329573	50	160	200	59	2000	2
342616	50	163	200	63	2001	4
355795	50	155	200	62	2023	4
369800	50	159	200	72	2958	8
382875	50	173	200	77	2011	4
396052	50	149	200	69	2109	5
