time_ms	node_count	path_count	packets_send	packets_received	rtt_avg_ms
13035	50	0	149	0	0
26061	50	0	111	0	0
39083	50	0	121	0	0
52109	50	0	116	0	0
65143	50	0	144	0	0
78178	50	0	159	0	0
91212	50	0	154	0	0
104222	50	0	62	0	0
117254	50	0	134	0	0
130283	50	0	119	0	0
143293	50	0	51	0	0
156322	50	0	122	0	0
169350	50	0	121	0	0
182377	50	0	113	0	0
195408	50	0	114	0	0
208402	50	0	34	0	0
221400	50	0	40	0	0
234409	50	0	43	0	0
247441	50	0	142	0	0
260472	50	0	140	0	0
273508	50	0	170	0	0
286540	50	0	139	0	0
299574	50	0	145	0	0
312604	50	0	130	0	0
325639	50	0	144	0	0
338676	50	0	163	0	0
351709	50	0	150	0	0
364770	50	0	157	0	0
377806	50	0	161	0	0
390844	50	0	174	0	0
